age_rating_s,age rating s,健全
dog_days,dog days,犬の日
yellow_jacket,yellow jacket,黄色のジャケット
tracer_(overwatch),tracer (overwatch),トレーサー（オーバーウォッチ）
matsuryuu,matsuryuu,matsuryuu
no_eyewear,no eyewear,何のメガネません
gold,gold,ゴールド
circle_cut,circle cut,サークルカット
naked_sheet,naked sheet,裸シート
disembodied_head,disembodied head,肉体ヘッド
kirima_sharo,kirima sharo,kirima sharo
facing_another,facing another,他に直面して
gegege_no_kitarou,gegege no kitarou,鬼太郎のゲゲゲありません
bird_tail,bird tail,鳥の尾
bad_hands,bad hands,悪い手
surgical_mask,surgical mask,手術用マスク
paper_bag,paper bag,紙袋
kiyosumi_school_uniform,kiyosumi school uniform,清澄学校の制服
yahagi_(kantai_collection),yahagi (kantai collection),矢作（艦隊コレクション）
symmetry,symmetry,対称
ar_tonelico,ar tonelico,アルトネリコ
zounose,zounose,zounose
checkered_neckwear,checkered neckwear,市松模様のネックウェアー
pink_scrunchie,pink scrunchie,ピンクシュシュ
saber_lily,saber lily,セイバー・リリィ
cyclops,cyclops,サイクロプス
hanyuu,hanyuu,羽入
light_blush,light blush,光赤面
screaming,screaming,絶叫
fur-trimmed_boots,fur-trimmed boots,毛皮トリミングブーツ
floor,floor,床
boko_(girls_und_panzer),boko (girls und panzer),ボコ（女の子ウントパンツァー）
tippy_(gochiusa),tippy (gochiusa),ティッピー（gochiusa）
brown_coat,brown coat,茶色のコート
squid,squid,いか
sorcerer's_sutra_scroll,sorcerer's sutra scroll,魔術師の経典スクロール
bandaid_on_knee,bandaid on knee,膝の上のバンドエイド
tomato,tomato,トマト
earbuds,earbuds,イヤフォン
blue_wings,blue wings,青い翼
goo_girl,goo girl,グーの女の子
jet,jet,ジェット
mika_(girls_und_panzer),mika (girls und panzer),ミカ（女の子ウントパンツァー）
choukai_(kantai_collection),choukai (kantai collection),choukai（艦隊コレクション）
blue_(pokemon),blue (pokemon),青（ポケモン）
creayus,creayus,creayus
curry,curry,カレー
ymir_(shingeki_no_kyojin),ymir (shingeki no kyojin),ユミル（何の巨人を新劇ません）
green_choker,green choker,緑のチョーカー
purple_leotard,purple leotard,紫色のレオタード
hatsuzuki_(kantai_collection),hatsuzuki (kantai collection),hatsuzuki（艦隊コレクション）
flexible,flexible,フレキシブル
funami_yui,funami yui,船見のYUI
orb,orb,球体
disney,disney,ディズニー
ooarai_military_uniform,ooarai military uniform,ooarai軍服
patreon_logo,patreon logo,patreonロゴ
korean_commentary,korean commentary,韓国語の解説
cold,cold,コールド
pirate,pirate,海賊
hexagram,hexagram,六角形
puchimasu!,puchimasu!,ぷちます！
g-string,g-string,Gストリング
bomber_jacket,bomber jacket,ボンバージャケット
drawr,drawr,drawr
tales_of_the_abyss,tales of the abyss,テイルズオブジアビス
nagatsuki_(kantai_collection),nagatsuki (kantai collection),nagatsuki（艦隊コレクション）
yuri_lowell,yuri lowell,ユーリ・ローウェル
gold_(pokemon),gold (pokemon),金（ポケモン）
princess,princess,王女
setsubun,setsubun,節分
hands_on_another's_shoulders,hands on another's shoulders,別の肩に手
ha_akabouzu,ha akabouzu,ヘクタールakabouzu
hip_bones,hip bones,腰の骨
white_towel,white towel,白いタオル
anzio_school_uniform,anzio school uniform,アンツィオ学校の制服
pokemon_rgby,pokemon rgby,ポケモンRGBY
pink_sweater,pink sweater,ピンクのセーター
nanairogaoka_middle_school_uniform,nanairogaoka middle school uniform,nanairogaoka中学校の制服
lotion,lotion,ローション
blue_bodysuit,blue bodysuit,ブルーボディスーツ
frying_pan,frying pan,フライパン
panty_peek,panty peek,パンティ覗き見
mizumoto_tadashi,mizumoto tadashi,水本の忠
lily_pad,lily pad,リリーパッド
cat_hair_ornament,cat hair ornament,猫の髪飾り
steam_censor,steam censor,蒸気検閲
yellow_hairband,yellow hairband,黄色のヘアバンド
niiko_(gonnzou),niiko (gonnzou),niiko（gonnzou）
mimura_kanako,mimura kanako,三村加奈子
neptune_(neptune_series),neptune (neptune series),ネプチューン（海王星シリーズ）
orange_dress,orange dress,オレンジ色のドレス
kamui_gakupo,kamui gakupo,カムイがくぽ
itou_noiji,itou noiji,伊藤noiji
street_fighter_v,street fighter v,ストリートファイターV
vertical-striped_background,vertical-striped background,縦縞の背景
confession,confession,告白
mikazuki_munechika,mikazuki munechika,三日月munechika
kanon_(kurogane_knights),kanon (kurogane knights),カノン（くろがね騎士）
isuzu_hana,isuzu hana,いすゞハナ
stage,stage,ステージ
open_skirt,open skirt,オープンスカート
thighhighs_under_boots,thighhighs under boots,ブーツの下ニーソックス
mizuhara_aki,mizuhara aki,水原アキ
prehensile_hair,prehensile hair,巻き付けるのに適した髪
my_little_pony,my little pony,私の小さなポニー
wine_bottle,wine bottle,ワインボトル
head_mounted_display,head mounted display,ヘッドマウントディスプレイ
fur_hat,fur hat,毛皮の帽子
partially_undressed,partially undressed,部分的に服を脱ぎます
head_bump,head bump,ヘッドバンプ
fujibayashi_kyou,fujibayashi kyou,藤林杏
paint_splatter,paint splatter,ペイントスプラッタ
multicolored_legwear,multicolored legwear,色とりどりのレッグウェア
niwatazumi,niwatazumi,niwatazumi
mei_(overwatch),mei (overwatch),MEI（オーバーウォッチ）
moroboshi_kirari,moroboshi kirari,諸星きらり
ram_(re:zero),ram (re:zero),ラム（再：ゼロ）
kunikida_hanamaru,kunikida hanamaru,kunikidaはなまります
clothes_grab,clothes grab,服のグラブ
kashuu_kiyomitsu,kashuu kiyomitsu,kashuu清光
kami_nomi_zo_shiru_sekai,kami nomi zo shiru sekai,神能美ZO shiru世界
sweet_potato,sweet potato,スイートポテト
nagi_no_asukara,nagi no asukara,ナギ何asukaraません
tunic,tunic,上着
coffee_mug,coffee mug,コーヒーマグカップ
matsuno_todomatsu,matsuno todomatsu,松野のトドマツ
breath_of_fire,breath of fire,火の息
nero_claudius_(swimsuit_caster)_(fate),nero claudius (swimsuit caster) (fate),ネロクラウディウス（水着キャスター）（運命）
holding_plate,holding plate,保持板
crossed_bangs,crossed bangs,交差前髪
frozen_(disney),frozen (disney),フローズン（ディズニー）
ragna_the_bloodedge,ragna the bloodedge,ラグナbloodedge
kurosawa_dia,kurosawa dia,黒沢DIA
phantom_blood,phantom blood,ファントム血液
column_lineup,column lineup,コラムラインナップ
playstation_portable,playstation portable,プレイステーションポータブル
yaegashi_nan,yaegashi nan,八重樫ナン
midair,midair,中空
product_placement,product placement,プロダクト・プレイスメント
fur-trimmed_gloves,fur-trimmed gloves,毛皮トリミング手袋
d-pad_hair_ornament,d-pad hair ornament,Dパッドの髪飾り
trial_captain,trial captain,トライアルキャプテン
cinderella_girls_gekijou,cinderella girls gekijou,シンデレラガールズ劇場
grinding,grinding,研削
nero_claudius_(bride)_(fate),nero claudius (bride) (fate),ネロクラウディウス（新婦）（運命）
kasumi_(doa),kasumi (doa),かすみ（DOA）
charlotte_dunois,charlotte dunois,シャーロットdunois
cow_tail,cow tail,牛テール
leg_lock,leg lock,脚ロック
levi_(shingeki_no_kyojin),levi (shingeki no kyojin),レヴィ（何の巨人を新劇ません）
palms,palms,手のひら
skull_and_crossbones,skull and crossbones,海賊の髑髏
sakuragaoka_high_school_uniform,sakuragaoka high school uniform,桜丘高校の制服
union_jack,union jack,ユニオンジャック
leopard_print,leopard print,ヒョウ柄
hand_on_own_arm,hand on own arm,自分の腕に手
pectorals,pectorals,胸筋
self_upload,self upload,自己のアップロード
serena_(pokemon),serena (pokemon),セレナ（ポケモン）
eraser,eraser,消しゴム
francesca_lucchini,francesca lucchini,フランチェスカ・ルッキーニ
steepled_fingers,steepled fingers,steepled指
wolf_girl,wolf girl,オオカミ少女
tri_tails,tri tails,トライ尾
dei_shirou,dei shirou,デイ士郎
final_fantasy_x,final fantasy x,ファイナルファンタジーX
multi-tied_hair,multi-tied hair,マルチ結ば毛
sandwich,sandwich,サンドイッチ
black_lagoon,black lagoon,黒い礁湖
tatsumi_kanji,tatsumi kanji,辰巳漢字
platinum_blonde_hair,platinum blonde hair,プラチナブロンドの髪
natsume_rin,natsume rin,棗鈴
reindeer_antlers,reindeer antlers,トナカイ枝角
gradient_eyes,gradient eyes,勾配目
smiley_face,smiley face,笑顔
wooden_bucket,wooden bucket,木製のバケツ
furukawa_nagisa,furukawa nagisa,古河渚
2009,2009,2009
katsuragi_(kantai_collection),katsuragi (kantai collection),葛城（艦隊コレクション）
yellow_rose,yellow rose,黄色のバラ
thighlet,thighlet,thighlet
suspension,suspension,サスペンション
pink_skin,pink skin,ピンクの肌
bound_legs,bound legs,バウンド足
frilled_gloves,frilled gloves,フリルのついた手袋
fake_horns,fake horns,偽ホーン
suzuhira_hiro,suzuhira hiro,suzuhiraヒロ
eureka_seven_(series),eureka seven (series),交響詩篇エウレカセブン（シリーズ）
soda_can,soda can,ソーダ缶
kappougi,kappougi,kappougi
dog_girl,dog girl,犬の女の子
harpy,harpy,ハーピー
rappa_(rappaya),rappa (rappaya),rappa（rappaya）
yurucamp,yurucamp,yurucamp
envelope,envelope,封筒
shoebill_(kemono_friends),shoebill (kemono friends),ハシビロコウ（獣の友人）
yamato-no-kami_yasusada,yamato-no-kami yasusada,大和無カミyasusada
cat_hat,cat hat,猫の帽子
raincoat,raincoat,レインコート
dragon_quest_v,dragon quest v,ドラゴンクエストV
kindergarten_uniform,kindergarten uniform,幼稚園の制服
crotch_rub,crotch rub,股こすります
miyuki_(kantai_collection),miyuki (kantai collection),みゆき（艦隊コレクション）
hakurei_reimu_(cosplay),hakurei reimu (cosplay),博麗霊夢（コスプレ）
karaagetarou,karaagetarou,karaagetarou
ceiling,ceiling,天井
yellow_gloves,yellow gloves,黄色の手袋
tree_branch,tree branch,木の枝
akagi_miria,akagi miria,赤城ミリア
cum_while_penetrated,cum while penetrated,兼浸透しながら、
town,town,町
torch,torch,松明
anal_fingering,anal fingering,アナル指
tombstone,tombstone,墓石
shooting_star,shooting star,流れ星
embellished_costume,embellished costume,装飾衣装
moaning,moaning,うめき声
white,white,白い
katahira_masashi,katahira masashi,片平雅史
blake_belladonna,blake belladonna,ブレイクベラドンナ
otoufu,otoufu,otoufu
takeuchi_takashi,takeuchi takashi,竹内隆
samurai,samurai,武士
drill,drill,ドリル
tamamo_no_mae_(swimsuit_lancer)_(fate),tamamo no mae (swimsuit lancer) (fate),玉藻なしメイ（水着ランサー）（運命）
kagari_atsuko,kagari atsuko,かがり敦子
pokemon_gsc,pokemon gsc,ポケモンGSC
ankle_cuffs,ankle cuffs,足首の袖口
hat_ornament,hat ornament,帽子の飾り
ido_(teketeke),ido (teketeke),IDO（teketeke）
stone_ocean,stone ocean,石の海
heart_pillow,heart pillow,心臓枕
grey_sweater,grey sweater,グレーのセーター
bamboo_broom,bamboo broom,竹ほうき
vividred_operation,vividred operation,ビビッドレッド・オペレーション
kamio_misuzu,kamio misuzu,神尾観鈴
taiyaki,taiyaki,たいやき
tankini,tankini,タンキニ
spiked_armlet,spiked armlet,スパイク腕輪
kanikama,kanikama,kanikama
between_thighs,between thighs,太ももの間
misumi_nagisa,misumi nagisa,ミスミなぎさ
tsukikage_yuri,tsukikage yuri,月影ゆり
helmet_removed,helmet removed,ヘルメットを削除します
ramen,ramen,拉麺
magazine_(weapon),magazine (weapon),雑誌（武器）
over-rim_eyewear,over-rim eyewear,オーバーリムメガネ
kerchief,kerchief,頭巾
bishamonten's_pagoda,bishamonten's pagoda,毘沙門天の五重塔
kamikaze_(kantai_collection),kamikaze (kantai collection),神風（艦隊コレクション）
gym_shirt,gym shirt,ジムのシャツ
ebi_193,ebi 193,EBI 193
pubic_tattoo,pubic tattoo,恥骨タトゥー
yotsubato!,yotsubato!,よつばと！
watatsuki_no_yorihime,watatsuki no yorihime,何yorihimeをwatatsukiありません
hairpods,hairpods,hairpods
button_badge,button badge,ボタンバッジ
electric_fan,electric fan,扇風機
peeing_self,peeing self,おもらし自己
bad_nicoseiga_id,bad nicoseiga id,悪いnicoseigaのID
nishi_koutarou,nishi koutarou,西光太郎
wreath,wreath,花輪
arcana_heart,arcana heart,アルカナハート
ilya_kuvshinov,ilya kuvshinov,イリヤkuvshinov
bullpup,bullpup,ブルドッグ
ishikei,ishikei,ishikei
come_hither,come hither,魅惑
lemon,lemon,レモン
bead_bracelet,bead bracelet,ビーズのブレスレット
voyakiloid,voyakiloid,voyakiloid
haiyore!_nyaruko-san,haiyore! nyaruko-san,這いよれ​​！ニャル子さん
purple_hairband,purple hairband,紫色のヘアバンド
chloe_von_einzbern,chloe von einzbern,クロエ・フォン・einzbern
turtle,turtle,カメ
scarlet_devil_mansion,scarlet devil mansion,紅魔の邸宅
western,western,西洋の
ladder,ladder,はしご
club,club,クラブ
taking_picture,taking picture,写真撮影
volleyball,volleyball,バレーボール
standing_on_liquid,standing on liquid,液体の上に立って
blue_cape,blue cape,青いマント
in_food,in food,食品中
:x,:x,：バツ
sitting_on_face,sitting on face,顔の上に座って
onikobe_rin,onikobe rin,鬼首RIN
brown,brown,褐色
framed_breasts,framed breasts,額装胸
hunter_x_hunter,hunter x hunter,ハンター×ハンター
black_armor,black armor,黒鎧
hallway,hallway,廊下
wrestling,wrestling,レスリング
clothed_masturbation,clothed masturbation,服を着マスターベーション
yuno,yuno,ユーノ
sakura_miku,sakura miku,桜ミク
caster_(fate/zero),caster (fate/zero),キャスター（運命/ゼロ）
gaoo_(frpjx283),gaoo (frpjx283),gaoo（frpjx283）
mobile_suit_gundam,mobile suit gundam,機動戦士ガンダム
